clusterName,gene,NSForestMarker
Inh L5-6 PVALB KCNIP2,LOC101926942,n
Inh L5-6 PVALB KCNIP2,LOC105377862,n
Inh L5-6 PVALB KCNIP2,SV2C,n
Inh L5-6 PVALB KCNIP2,CDH6,n
Inh L5-6 PVALB KCNIP2,PLCE1,n
Inh L5-6 PVALB KCNIP2,ADAMTS17,n
Inh L5-6 PVALB KCNIP2,ADAMTS20,n
Inh L5-6 PVALB KCNIP2,MDFIC,n
Inh L5-6 PVALB KCNIP2,ARHGAP42,n
Inh L5-6 PVALB KCNIP2,MYO5B,n
Inh L5-6 PVALB KCNIP2,POSTN,n
Inh L5-6 PVALB KCNIP2,WIF1,n
Inh L5-6 PVALB KCNIP2,LOC101928964,n
Inh L5-6 PVALB KCNIP2,SULF1,n
Inh L5-6 PVALB KCNIP2,ADAMTS12,n
Inh L5-6 PVALB KCNIP2,SYT10,n
Inh L5-6 PVALB KCNIP2,TMEM132C,n
Inh L5-6 PVALB KCNIP2,CBLN4,n
Inh L5-6 PVALB KCNIP2,RGS5,n
Inh L5-6 PVALB KCNIP2,SLC9A9,n
Inh L5-6 PVALB KCNIP2,NEDD4,n
Inh L5-6 PVALB KCNIP2,TAC1,n
Inh L5-6 PVALB KCNIP2,MYBPC1,n
Inh L5-6 PVALB KCNIP2,SEMA3C,n
Inh L5-6 PVALB KCNIP2,FAM150B,n
Inh L5-6 PVALB KCNIP2,TNC,n
Inh L5-6 PVALB KCNIP2,MEPE,n
Inh L5-6 PVALB KCNIP2,SVIL,n
Inh L5-6 PVALB KCNIP2,COL15A1,n
Inh L5-6 PVALB KCNIP2,NPNT,n
Inh L5-6 PVALB ZFPM2-AS1,GPC5,n
Inh L5-6 PVALB ZFPM2-AS1,NPFFR2,n
Inh L5-6 PVALB ZFPM2-AS1,VAV3,n
Inh L5-6 PVALB ZFPM2-AS1,PCDH15,y
Inh L5-6 PVALB ZFPM2-AS1,SEMA6D,y
Inh L5-6 PVALB ZFPM2-AS1,ZFPM2-AS1,y
Inh L5-6 PVALB ZFPM2-AS1,LOC101926942,n
Inh L5-6 PVALB ZFPM2-AS1,LOC105377862,n
Inh L5-6 PVALB ZFPM2-AS1,SV2C,n
Inh L5-6 PVALB ZFPM2-AS1,CDH6,n
Inh L5-6 PVALB ZFPM2-AS1,PLCE1,n
Inh L5-6 PVALB ZFPM2-AS1,ADAMTS17,n
Inh L5-6 PVALB ZFPM2-AS1,ADAMTS20,n
Inh L5-6 PVALB ZFPM2-AS1,MDFIC,n
Inh L5-6 PVALB ZFPM2-AS1,ARHGAP42,n
Inh L5-6 PVALB ZFPM2-AS1,MYO5B,n
Inh L5-6 PVALB ZFPM2-AS1,POSTN,n
Inh L5-6 PVALB ZFPM2-AS1,WIF1,n
Inh L5-6 PVALB ZFPM2-AS1,LOC101928964,n
Inh L5-6 PVALB ZFPM2-AS1,SULF1,n
Inh L5-6 PVALB ZFPM2-AS1,ADAMTS12,n
Inh L5-6 PVALB ZFPM2-AS1,SYT10,n
Inh L5-6 PVALB ZFPM2-AS1,TMEM132C,n
Inh L5-6 PVALB ZFPM2-AS1,CBLN4,n
Inh L5-6 PVALB ZFPM2-AS1,RGS5,n
Inh L5-6 PVALB ZFPM2-AS1,SLC9A9,n
Inh L5-6 PVALB ZFPM2-AS1,NEDD4,n
Inh L5-6 PVALB ZFPM2-AS1,TAC1,n
Inh L5-6 PVALB ZFPM2-AS1,MYBPC1,n
Inh L5-6 PVALB ZFPM2-AS1,SEMA3C,n
Inh L5-6 PVALB ZFPM2-AS1,FAM150B,n
Inh L5-6 PVALB ZFPM2-AS1,TNC,n
Inh L5-6 PVALB ZFPM2-AS1,MEPE,n
Inh L5-6 PVALB ZFPM2-AS1,SVIL,n
Inh L5-6 PVALB ZFPM2-AS1,COL15A1,n
Inh L5-6 PVALB ZFPM2-AS1,NPNT,n
Inh L3-5 PVALB ISG20,GPC5,n
Inh L3-5 PVALB ISG20,NPFFR2,n
Inh L3-5 PVALB ISG20,VAV3,n
Inh L3-5 PVALB ISG20,PCDH15,n
Inh L3-5 PVALB ISG20,SEMA6D,n
Inh L3-5 PVALB ISG20,ZFPM2-AS1,n
Inh L3-5 PVALB ISG20,LOC101926942,y
Inh L3-5 PVALB ISG20,LOC105377862,y
Inh L3-5 PVALB ISG20,SV2C,y
Inh L3-5 PVALB ISG20,CDH6,n
Inh L3-5 PVALB ISG20,PLCE1,n
Inh L3-5 PVALB ISG20,ADAMTS17,n
Inh L3-5 PVALB ISG20,ADAMTS20,n
Inh L3-5 PVALB ISG20,MDFIC,n
Inh L3-5 PVALB ISG20,ARHGAP42,n
Inh L3-5 PVALB ISG20,MYO5B,n
Inh L3-5 PVALB ISG20,POSTN,n
Inh L3-5 PVALB ISG20,WIF1,n
Inh L3-5 PVALB ISG20,LOC101928964,n
Inh L3-5 PVALB ISG20,SULF1,n
Inh L3-5 PVALB ISG20,ADAMTS12,n
Inh L3-5 PVALB ISG20,SYT10,n
Inh L3-5 PVALB ISG20,TMEM132C,n
Inh L3-5 PVALB ISG20,CBLN4,n
Inh L3-5 PVALB ISG20,RGS5,n
Inh L3-5 PVALB ISG20,SLC9A9,n
Inh L3-5 PVALB ISG20,NEDD4,n
Inh L3-5 PVALB ISG20,TAC1,n
Inh L3-5 PVALB ISG20,MYBPC1,n
Inh L3-5 PVALB ISG20,SEMA3C,n
Inh L3-5 PVALB ISG20,FAM150B,n
Inh L3-5 PVALB ISG20,TNC,n
Inh L3-5 PVALB ISG20,MEPE,n
Inh L3-5 PVALB ISG20,SVIL,n
Inh L3-5 PVALB ISG20,COL15A1,n
Inh L3-5 PVALB ISG20,NPNT,n
Inh L5 PVALB LRIG3,GPC5,y
Inh L5 PVALB LRIG3,NPFFR2,n
Inh L5 PVALB LRIG3,VAV3,n
Inh L5 PVALB LRIG3,PCDH15,n
Inh L5 PVALB LRIG3,SEMA6D,n
Inh L5 PVALB LRIG3,ZFPM2-AS1,n
Inh L5 PVALB LRIG3,LOC101926942,n
Inh L5 PVALB LRIG3,LOC105377862,n
Inh L5 PVALB LRIG3,SV2C,n
Inh L5 PVALB LRIG3,CDH6,y
Inh L5 PVALB LRIG3,PLCE1,y
Inh L5 PVALB LRIG3,ADAMTS17,n
Inh L5 PVALB LRIG3,ADAMTS20,n
Inh L5 PVALB LRIG3,MDFIC,n
Inh L5 PVALB LRIG3,ARHGAP42,n
Inh L5 PVALB LRIG3,MYO5B,n
Inh L5 PVALB LRIG3,POSTN,n
Inh L5 PVALB LRIG3,WIF1,n
Inh L5 PVALB LRIG3,LOC101928964,n
Inh L5 PVALB LRIG3,SULF1,n
Inh L5 PVALB LRIG3,ADAMTS12,n
Inh L5 PVALB LRIG3,SYT10,n
Inh L5 PVALB LRIG3,TMEM132C,n
Inh L5 PVALB LRIG3,CBLN4,n
Inh L5 PVALB LRIG3,RGS5,n
Inh L5 PVALB LRIG3,SLC9A9,n
Inh L5 PVALB LRIG3,NEDD4,n
Inh L5 PVALB LRIG3,TAC1,n
Inh L5 PVALB LRIG3,MYBPC1,n
Inh L5 PVALB LRIG3,SEMA3C,n
Inh L5 PVALB LRIG3,FAM150B,n
Inh L5 PVALB LRIG3,TNC,n
Inh L5 PVALB LRIG3,MEPE,n
Inh L5 PVALB LRIG3,SVIL,n
Inh L5 PVALB LRIG3,COL15A1,n
Inh L5 PVALB LRIG3,NPNT,n
Inh L2-5 PVALB HHIPL1,GPC5,n
Inh L2-5 PVALB HHIPL1,NPFFR2,n
Inh L2-5 PVALB HHIPL1,VAV3,n
Inh L2-5 PVALB HHIPL1,PCDH15,n
Inh L2-5 PVALB HHIPL1,SEMA6D,n
Inh L2-5 PVALB HHIPL1,ZFPM2-AS1,n
Inh L2-5 PVALB HHIPL1,LOC101926942,n
Inh L2-5 PVALB HHIPL1,LOC105377862,n
Inh L2-5 PVALB HHIPL1,SV2C,n
Inh L2-5 PVALB HHIPL1,CDH6,n
Inh L2-5 PVALB HHIPL1,PLCE1,n
Inh L2-5 PVALB HHIPL1,ADAMTS17,y
Inh L2-5 PVALB HHIPL1,ADAMTS20,y
Inh L2-5 PVALB HHIPL1,MDFIC,y
Inh L2-5 PVALB HHIPL1,ARHGAP42,n
Inh L2-5 PVALB HHIPL1,MYO5B,n
Inh L2-5 PVALB HHIPL1,POSTN,n
Inh L2-5 PVALB HHIPL1,WIF1,n
Inh L2-5 PVALB HHIPL1,LOC101928964,n
Inh L2-5 PVALB HHIPL1,SULF1,n
Inh L2-5 PVALB HHIPL1,ADAMTS12,n
Inh L2-5 PVALB HHIPL1,SYT10,n
Inh L2-5 PVALB HHIPL1,TMEM132C,n
Inh L2-5 PVALB HHIPL1,CBLN4,n
Inh L2-5 PVALB HHIPL1,RGS5,n
Inh L2-5 PVALB HHIPL1,SLC9A9,n
Inh L2-5 PVALB HHIPL1,NEDD4,n
Inh L2-5 PVALB HHIPL1,TAC1,n
Inh L2-5 PVALB HHIPL1,MYBPC1,n
Inh L2-5 PVALB HHIPL1,SEMA3C,n
Inh L2-5 PVALB HHIPL1,FAM150B,n
Inh L2-5 PVALB HHIPL1,TNC,n
Inh L2-5 PVALB HHIPL1,MEPE,n
Inh L2-5 PVALB HHIPL1,SVIL,n
Inh L2-5 PVALB HHIPL1,COL15A1,n
Inh L2-5 PVALB HHIPL1,NPNT,n
Inh L2-5 PVALB RPH3AL,GPC5,n
Inh L2-5 PVALB RPH3AL,NPFFR2,n
Inh L2-5 PVALB RPH3AL,VAV3,n
Inh L2-5 PVALB RPH3AL,PCDH15,n
Inh L2-5 PVALB RPH3AL,SEMA6D,n
Inh L2-5 PVALB RPH3AL,ZFPM2-AS1,n
Inh L2-5 PVALB RPH3AL,LOC101926942,n
Inh L2-5 PVALB RPH3AL,LOC105377862,n
Inh L2-5 PVALB RPH3AL,SV2C,n
Inh L2-5 PVALB RPH3AL,CDH6,n
Inh L2-5 PVALB RPH3AL,PLCE1,n
Inh L2-5 PVALB RPH3AL,ADAMTS17,n
Inh L2-5 PVALB RPH3AL,ADAMTS20,n
Inh L2-5 PVALB RPH3AL,MDFIC,n
Inh L2-5 PVALB RPH3AL,ARHGAP42,y
Inh L2-5 PVALB RPH3AL,MYO5B,y
Inh L2-5 PVALB RPH3AL,POSTN,y
Inh L2-5 PVALB RPH3AL,WIF1,y
Inh L2-5 PVALB RPH3AL,LOC101928964,n
Inh L2-5 PVALB RPH3AL,SULF1,n
Inh L2-5 PVALB RPH3AL,ADAMTS12,n
Inh L2-5 PVALB RPH3AL,SYT10,n
Inh L2-5 PVALB RPH3AL,TMEM132C,n
Inh L2-5 PVALB RPH3AL,CBLN4,n
Inh L2-5 PVALB RPH3AL,RGS5,n
Inh L2-5 PVALB RPH3AL,SLC9A9,n
Inh L2-5 PVALB RPH3AL,NEDD4,n
Inh L2-5 PVALB RPH3AL,TAC1,n
Inh L2-5 PVALB RPH3AL,MYBPC1,n
Inh L2-5 PVALB RPH3AL,SEMA3C,n
Inh L2-5 PVALB RPH3AL,FAM150B,n
Inh L2-5 PVALB RPH3AL,TNC,n
Inh L2-5 PVALB RPH3AL,MEPE,n
Inh L2-5 PVALB RPH3AL,SVIL,n
Inh L2-5 PVALB RPH3AL,COL15A1,n
Inh L2-5 PVALB RPH3AL,NPNT,n
Inh L3 PVALB SAMD13,GPC5,n
Inh L3 PVALB SAMD13,NPFFR2,n
Inh L3 PVALB SAMD13,VAV3,n
Inh L3 PVALB SAMD13,PCDH15,n
Inh L3 PVALB SAMD13,SEMA6D,n
Inh L3 PVALB SAMD13,ZFPM2-AS1,n
Inh L3 PVALB SAMD13,LOC101926942,n
Inh L3 PVALB SAMD13,LOC105377862,n
Inh L3 PVALB SAMD13,SV2C,n
Inh L3 PVALB SAMD13,CDH6,n
Inh L3 PVALB SAMD13,PLCE1,n
Inh L3 PVALB SAMD13,ADAMTS17,n
Inh L3 PVALB SAMD13,ADAMTS20,n
Inh L3 PVALB SAMD13,MDFIC,n
Inh L3 PVALB SAMD13,ARHGAP42,n
Inh L3 PVALB SAMD13,MYO5B,n
Inh L3 PVALB SAMD13,POSTN,n
Inh L3 PVALB SAMD13,WIF1,n
Inh L3 PVALB SAMD13,LOC101928964,y
Inh L3 PVALB SAMD13,SULF1,y
Inh L3 PVALB SAMD13,ADAMTS12,n
Inh L3 PVALB SAMD13,SYT10,n
Inh L3 PVALB SAMD13,TMEM132C,n
Inh L3 PVALB SAMD13,CBLN4,n
Inh L3 PVALB SAMD13,RGS5,n
Inh L3 PVALB SAMD13,SLC9A9,n
Inh L3 PVALB SAMD13,NEDD4,n
Inh L3 PVALB SAMD13,TAC1,n
Inh L3 PVALB SAMD13,MYBPC1,n
Inh L3 PVALB SAMD13,SEMA3C,n
Inh L3 PVALB SAMD13,FAM150B,n
Inh L3 PVALB SAMD13,TNC,n
Inh L3 PVALB SAMD13,MEPE,n
Inh L3 PVALB SAMD13,SVIL,n
Inh L3 PVALB SAMD13,COL15A1,n
Inh L3 PVALB SAMD13,NPNT,n
Inh L1-2 PVALB CDK20,GPC5,n
Inh L1-2 PVALB CDK20,NPFFR2,n
Inh L1-2 PVALB CDK20,VAV3,n
Inh L1-2 PVALB CDK20,PCDH15,n
Inh L1-2 PVALB CDK20,SEMA6D,n
Inh L1-2 PVALB CDK20,ZFPM2-AS1,n
Inh L1-2 PVALB CDK20,LOC101926942,n
Inh L1-2 PVALB CDK20,LOC105377862,n
Inh L1-2 PVALB CDK20,SV2C,n
Inh L1-2 PVALB CDK20,CDH6,n
Inh L1-2 PVALB CDK20,PLCE1,n
Inh L1-2 PVALB CDK20,ADAMTS17,n
Inh L1-2 PVALB CDK20,ADAMTS20,n
Inh L1-2 PVALB CDK20,MDFIC,n
Inh L1-2 PVALB CDK20,ARHGAP42,n
Inh L1-2 PVALB CDK20,MYO5B,n
Inh L1-2 PVALB CDK20,POSTN,n
Inh L1-2 PVALB CDK20,WIF1,n
Inh L1-2 PVALB CDK20,LOC101928964,n
Inh L1-2 PVALB CDK20,SULF1,n
Inh L1-2 PVALB CDK20,ADAMTS12,y
Inh L1-2 PVALB CDK20,SYT10,y
Inh L1-2 PVALB CDK20,TMEM132C,y
Inh L1-2 PVALB CDK20,CBLN4,n
Inh L1-2 PVALB CDK20,RGS5,n
Inh L1-2 PVALB CDK20,SLC9A9,n
Inh L1-2 PVALB CDK20,NEDD4,n
Inh L1-2 PVALB CDK20,TAC1,n
Inh L1-2 PVALB CDK20,MYBPC1,n
Inh L1-2 PVALB CDK20,SEMA3C,n
Inh L1-2 PVALB CDK20,FAM150B,n
Inh L1-2 PVALB CDK20,TNC,n
Inh L1-2 PVALB CDK20,MEPE,n
Inh L1-2 PVALB CDK20,SVIL,n
Inh L1-2 PVALB CDK20,COL15A1,n
Inh L1-2 PVALB CDK20,NPNT,n
Inh L2 PVALB FRZB,GPC5,n
Inh L2 PVALB FRZB,NPFFR2,n
Inh L2 PVALB FRZB,VAV3,n
Inh L2 PVALB FRZB,PCDH15,n
Inh L2 PVALB FRZB,SEMA6D,n
Inh L2 PVALB FRZB,ZFPM2-AS1,n
Inh L2 PVALB FRZB,LOC101926942,n
Inh L2 PVALB FRZB,LOC105377862,n
Inh L2 PVALB FRZB,SV2C,n
Inh L2 PVALB FRZB,CDH6,n
Inh L2 PVALB FRZB,PLCE1,n
Inh L2 PVALB FRZB,ADAMTS17,n
Inh L2 PVALB FRZB,ADAMTS20,n
Inh L2 PVALB FRZB,MDFIC,n
Inh L2 PVALB FRZB,ARHGAP42,n
Inh L2 PVALB FRZB,MYO5B,n
Inh L2 PVALB FRZB,POSTN,n
Inh L2 PVALB FRZB,WIF1,n
Inh L2 PVALB FRZB,LOC101928964,n
Inh L2 PVALB FRZB,SULF1,n
Inh L2 PVALB FRZB,ADAMTS12,n
Inh L2 PVALB FRZB,SYT10,n
Inh L2 PVALB FRZB,TMEM132C,n
Inh L2 PVALB FRZB,CBLN4,y
Inh L2 PVALB FRZB,RGS5,y
Inh L2 PVALB FRZB,SLC9A9,y
Inh L2 PVALB FRZB,NEDD4,n
Inh L2 PVALB FRZB,TAC1,n
Inh L2 PVALB FRZB,MYBPC1,n
Inh L2 PVALB FRZB,SEMA3C,n
Inh L2 PVALB FRZB,FAM150B,n
Inh L2 PVALB FRZB,TNC,n
Inh L2 PVALB FRZB,MEPE,n
Inh L2 PVALB FRZB,SVIL,n
Inh L2 PVALB FRZB,COL15A1,n
Inh L2 PVALB FRZB,NPNT,n
Inh L1-2 SST CLIC6,GPC5,n
Inh L1-2 SST CLIC6,NPFFR2,n
Inh L1-2 SST CLIC6,VAV3,n
Inh L1-2 SST CLIC6,PCDH15,n
Inh L1-2 SST CLIC6,SEMA6D,n
Inh L1-2 SST CLIC6,ZFPM2-AS1,n
Inh L1-2 SST CLIC6,LOC101926942,n
Inh L1-2 SST CLIC6,LOC105377862,n
Inh L1-2 SST CLIC6,SV2C,n
Inh L1-2 SST CLIC6,CDH6,n
Inh L1-2 SST CLIC6,PLCE1,n
Inh L1-2 SST CLIC6,ADAMTS17,n
Inh L1-2 SST CLIC6,ADAMTS20,n
Inh L1-2 SST CLIC6,MDFIC,n
Inh L1-2 SST CLIC6,ARHGAP42,y
Inh L1-2 SST CLIC6,MYO5B,n
Inh L1-2 SST CLIC6,POSTN,n
Inh L1-2 SST CLIC6,WIF1,n
Inh L1-2 SST CLIC6,LOC101928964,n
Inh L1-2 SST CLIC6,SULF1,n
Inh L1-2 SST CLIC6,ADAMTS12,n
Inh L1-2 SST CLIC6,SYT10,n
Inh L1-2 SST CLIC6,TMEM132C,n
Inh L1-2 SST CLIC6,CBLN4,n
Inh L1-2 SST CLIC6,RGS5,n
Inh L1-2 SST CLIC6,SLC9A9,n
Inh L1-2 SST CLIC6,NEDD4,y
Inh L1-2 SST CLIC6,TAC1,y
Inh L1-2 SST CLIC6,MYBPC1,n
Inh L1-2 SST CLIC6,SEMA3C,n
Inh L1-2 SST CLIC6,FAM150B,n
Inh L1-2 SST CLIC6,TNC,n
Inh L1-2 SST CLIC6,MEPE,n
Inh L1-2 SST CLIC6,SVIL,n
Inh L1-2 SST CLIC6,COL15A1,n
Inh L1-2 SST CLIC6,NPNT,n
Inh L5-6 PVALB GAPDHP60,GPC5,y
Inh L5-6 PVALB GAPDHP60,NPFFR2,n
Inh L5-6 PVALB GAPDHP60,VAV3,n
Inh L5-6 PVALB GAPDHP60,PCDH15,n
Inh L5-6 PVALB GAPDHP60,SEMA6D,n
Inh L5-6 PVALB GAPDHP60,ZFPM2-AS1,n
Inh L5-6 PVALB GAPDHP60,LOC101926942,n
Inh L5-6 PVALB GAPDHP60,LOC105377862,n
Inh L5-6 PVALB GAPDHP60,SV2C,n
Inh L5-6 PVALB GAPDHP60,CDH6,n
Inh L5-6 PVALB GAPDHP60,PLCE1,n
Inh L5-6 PVALB GAPDHP60,ADAMTS17,n
Inh L5-6 PVALB GAPDHP60,ADAMTS20,n
Inh L5-6 PVALB GAPDHP60,MDFIC,n
Inh L5-6 PVALB GAPDHP60,ARHGAP42,n
Inh L5-6 PVALB GAPDHP60,MYO5B,n
Inh L5-6 PVALB GAPDHP60,POSTN,n
Inh L5-6 PVALB GAPDHP60,WIF1,n
Inh L5-6 PVALB GAPDHP60,LOC101928964,n
Inh L5-6 PVALB GAPDHP60,SULF1,n
Inh L5-6 PVALB GAPDHP60,ADAMTS12,n
Inh L5-6 PVALB GAPDHP60,SYT10,n
Inh L5-6 PVALB GAPDHP60,TMEM132C,n
Inh L5-6 PVALB GAPDHP60,CBLN4,n
Inh L5-6 PVALB GAPDHP60,RGS5,n
Inh L5-6 PVALB GAPDHP60,SLC9A9,n
Inh L5-6 PVALB GAPDHP60,NEDD4,n
Inh L5-6 PVALB GAPDHP60,TAC1,n
Inh L5-6 PVALB GAPDHP60,MYBPC1,y
Inh L5-6 PVALB GAPDHP60,SEMA3C,y
Inh L5-6 PVALB GAPDHP60,FAM150B,n
Inh L5-6 PVALB GAPDHP60,TNC,n
Inh L5-6 PVALB GAPDHP60,MEPE,n
Inh L5-6 PVALB GAPDHP60,SVIL,n
Inh L5-6 PVALB GAPDHP60,COL15A1,n
Inh L5-6 PVALB GAPDHP60,NPNT,n
Inh L5-6 PVALB FAM150B,GPC5,n
Inh L5-6 PVALB FAM150B,NPFFR2,n
Inh L5-6 PVALB FAM150B,VAV3,n
Inh L5-6 PVALB FAM150B,PCDH15,n
Inh L5-6 PVALB FAM150B,SEMA6D,n
Inh L5-6 PVALB FAM150B,ZFPM2-AS1,n
Inh L5-6 PVALB FAM150B,LOC101926942,n
Inh L5-6 PVALB FAM150B,LOC105377862,n
Inh L5-6 PVALB FAM150B,SV2C,n
Inh L5-6 PVALB FAM150B,CDH6,n
Inh L5-6 PVALB FAM150B,PLCE1,n
Inh L5-6 PVALB FAM150B,ADAMTS17,n
Inh L5-6 PVALB FAM150B,ADAMTS20,n
Inh L5-6 PVALB FAM150B,MDFIC,n
Inh L5-6 PVALB FAM150B,ARHGAP42,n
Inh L5-6 PVALB FAM150B,MYO5B,n
Inh L5-6 PVALB FAM150B,POSTN,n
Inh L5-6 PVALB FAM150B,WIF1,n
Inh L5-6 PVALB FAM150B,LOC101928964,n
Inh L5-6 PVALB FAM150B,SULF1,n
Inh L5-6 PVALB FAM150B,ADAMTS12,n
Inh L5-6 PVALB FAM150B,SYT10,n
Inh L5-6 PVALB FAM150B,TMEM132C,n
Inh L5-6 PVALB FAM150B,CBLN4,n
Inh L5-6 PVALB FAM150B,RGS5,n
Inh L5-6 PVALB FAM150B,SLC9A9,n
Inh L5-6 PVALB FAM150B,NEDD4,n
Inh L5-6 PVALB FAM150B,TAC1,n
Inh L5-6 PVALB FAM150B,MYBPC1,y
Inh L5-6 PVALB FAM150B,SEMA3C,n
Inh L5-6 PVALB FAM150B,FAM150B,y
Inh L5-6 PVALB FAM150B,TNC,y
Inh L5-6 PVALB FAM150B,MEPE,n
Inh L5-6 PVALB FAM150B,SVIL,n
Inh L5-6 PVALB FAM150B,COL15A1,n
Inh L5-6 PVALB FAM150B,NPNT,n
Inh L5-6 PVALB MEPE,GPC5,n
Inh L5-6 PVALB MEPE,NPFFR2,n
Inh L5-6 PVALB MEPE,VAV3,n
Inh L5-6 PVALB MEPE,PCDH15,n
Inh L5-6 PVALB MEPE,SEMA6D,n
Inh L5-6 PVALB MEPE,ZFPM2-AS1,n
Inh L5-6 PVALB MEPE,LOC101926942,n
Inh L5-6 PVALB MEPE,LOC105377862,n
Inh L5-6 PVALB MEPE,SV2C,n
Inh L5-6 PVALB MEPE,CDH6,n
Inh L5-6 PVALB MEPE,PLCE1,n
Inh L5-6 PVALB MEPE,ADAMTS17,n
Inh L5-6 PVALB MEPE,ADAMTS20,n
Inh L5-6 PVALB MEPE,MDFIC,n
Inh L5-6 PVALB MEPE,ARHGAP42,n
Inh L5-6 PVALB MEPE,MYO5B,n
Inh L5-6 PVALB MEPE,POSTN,n
Inh L5-6 PVALB MEPE,WIF1,n
Inh L5-6 PVALB MEPE,LOC101928964,n
Inh L5-6 PVALB MEPE,SULF1,n
Inh L5-6 PVALB MEPE,ADAMTS12,n
Inh L5-6 PVALB MEPE,SYT10,n
Inh L5-6 PVALB MEPE,TMEM132C,n
Inh L5-6 PVALB MEPE,CBLN4,n
Inh L5-6 PVALB MEPE,RGS5,n
Inh L5-6 PVALB MEPE,SLC9A9,n
Inh L5-6 PVALB MEPE,NEDD4,n
Inh L5-6 PVALB MEPE,TAC1,n
Inh L5-6 PVALB MEPE,MYBPC1,y
Inh L5-6 PVALB MEPE,SEMA3C,n
Inh L5-6 PVALB MEPE,FAM150B,n
Inh L5-6 PVALB MEPE,TNC,n
Inh L5-6 PVALB MEPE,MEPE,y
Inh L5-6 PVALB MEPE,SVIL,y
Inh L5-6 PVALB MEPE,COL15A1,n
Inh L5-6 PVALB MEPE,NPNT,n
Inh L1-6 PVALB COL15A1,GPC5,n
Inh L1-6 PVALB COL15A1,NPFFR2,n
Inh L1-6 PVALB COL15A1,VAV3,n
Inh L1-6 PVALB COL15A1,PCDH15,n
Inh L1-6 PVALB COL15A1,SEMA6D,n
Inh L1-6 PVALB COL15A1,ZFPM2-AS1,n
Inh L1-6 PVALB COL15A1,LOC101926942,n
Inh L1-6 PVALB COL15A1,LOC105377862,n
Inh L1-6 PVALB COL15A1,SV2C,n
Inh L1-6 PVALB COL15A1,CDH6,n
Inh L1-6 PVALB COL15A1,PLCE1,n
Inh L1-6 PVALB COL15A1,ADAMTS17,n
Inh L1-6 PVALB COL15A1,ADAMTS20,n
Inh L1-6 PVALB COL15A1,MDFIC,n
Inh L1-6 PVALB COL15A1,ARHGAP42,n
Inh L1-6 PVALB COL15A1,MYO5B,n
Inh L1-6 PVALB COL15A1,POSTN,n
Inh L1-6 PVALB COL15A1,WIF1,n
Inh L1-6 PVALB COL15A1,LOC101928964,n
Inh L1-6 PVALB COL15A1,SULF1,n
Inh L1-6 PVALB COL15A1,ADAMTS12,n
Inh L1-6 PVALB COL15A1,SYT10,n
Inh L1-6 PVALB COL15A1,TMEM132C,n
Inh L1-6 PVALB COL15A1,CBLN4,n
Inh L1-6 PVALB COL15A1,RGS5,n
Inh L1-6 PVALB COL15A1,SLC9A9,n
Inh L1-6 PVALB COL15A1,NEDD4,n
Inh L1-6 PVALB COL15A1,TAC1,n
Inh L1-6 PVALB COL15A1,MYBPC1,n
Inh L1-6 PVALB COL15A1,SEMA3C,n
Inh L1-6 PVALB COL15A1,FAM150B,n
Inh L1-6 PVALB COL15A1,TNC,n
Inh L1-6 PVALB COL15A1,MEPE,n
Inh L1-6 PVALB COL15A1,SVIL,n
Inh L1-6 PVALB COL15A1,COL15A1,y
Inh L1-6 PVALB COL15A1,NPNT,y
Exc L2 LAMP5 KCNG3,FAM163A,y
Exc L2 LAMP5 KCNG3,LOC101927668,y
Exc L2 LAMP5 KCNG3,SAMD3,y
Exc L2 LAMP5 KCNG3,ACVR1C,n
Exc L2 LAMP5 KCNG3,LOC105377209,n
Exc L2 LAMP5 KCNG3,LINC01378,n
Exc L2 LAMP5 KCNG3,LOC101928278,n
Exc L2 LAMP5 KCNG3,SERPINE2,n
Exc L2 LAMP5 KCNG3,LOC101927745,n
Exc L2 LAMP5 KCNG3,LOC105376987,n
Exc L2 LAMP5 KCNG3,PLCH1,n
Exc L2 LAMP5 KCNG3,RMST,n
Exc L2 LAMP5 KCNG3,BDNF,n
Exc L2 LAMP5 KCNG3,BMPR1B,n
Exc L2 LAMP5 KCNG3,LOC105379003,n
Exc L2 LAMP5 KCNG3,EPB41L4A,n
Exc L2 LAMP5 KCNG3,SV2C,n
Exc L2 LAMP5 KCNG3,SYT2,n
Exc L2 LAMP5 KCNG3,COBLL1,n
Exc L2 LAMP5 KCNG3,COL5A2,n
Exc L2 LAMP5 KCNG3,PRSS12,n
Exc L2 LAMP5 KCNG3,LOC105370610,n
Exc L2 LAMP5 KCNG3,LOC105378334,n
Exc L2 LAMP5 KCNG3,RORB,n
Exc L2 LINC00507 ATP7B,FAM163A,n
Exc L2 LINC00507 ATP7B,LOC101927668,n
Exc L2 LINC00507 ATP7B,SAMD3,n
Exc L2 LINC00507 ATP7B,ACVR1C,y
Exc L2 LINC00507 ATP7B,LOC105377209,y
Exc L2 LINC00507 ATP7B,LINC01378,n
Exc L2 LINC00507 ATP7B,LOC101928278,n
Exc L2 LINC00507 ATP7B,SERPINE2,n
Exc L2 LINC00507 ATP7B,LOC101927745,n
Exc L2 LINC00507 ATP7B,LOC105376987,n
Exc L2 LINC00507 ATP7B,PLCH1,n
Exc L2 LINC00507 ATP7B,RMST,n
Exc L2 LINC00507 ATP7B,BDNF,n
Exc L2 LINC00507 ATP7B,BMPR1B,n
